"pid","x","modalities","modalities2"
"32928593","[""Wearable sensors""], [""Walking test""]","[""Wearable sensors""]","[""Walking test""]"
"32935059","[""Electronic Medical Record (EMR)""], [""electronic medical record database"", ""Rockwood Clinical Frailty scale""]","[""Electronic Medical Record (EMR)""]","[""electronic medical record database"", ""Rockwood Clinical Frailty scale""]"
"32936770",NULL,NULL,NULL
"32938996",NULL,NULL,"[""Electromagnetic fields"", ""Glucose samples""]"
"32941770","[""MRI""], [""MR-dynamic contrast-enhanced perfusion""]","[""MRI""]","[""MR-dynamic contrast-enhanced perfusion""]"
"32943286","[""lung transplant biopsies"", ""microarrays"", ""machine learning""], [""biopsy""]","[""lung transplant biopsies"", ""microarrays"", ""machine learning""]","[""biopsy""]"
"32943654","[""CT""], [""CT""]","[""CT""]","[""CT""]"
"32945910","[""Anatomical""], [""cortical thickness""]","[""Anatomical""]","[""cortical thickness""]"
"32955669","[""PET""], [""image""]","[""PET""]","[""image""]"
"32957946",NULL,NULL,"[]"
"32958802","[""Computational"", ""Mathematical""], [""inhibitory and excitatory populations""]","[""Computational"", ""Mathematical""]","[""inhibitory and excitatory populations""]"
"32960180","[""CGM devices"", ""user input""], [""Continous glucose monitoring"", ""User interaction""]","[""CGM devices"", ""user input""]","[""Continous glucose monitoring"", ""User interaction""]"
"32962272","[""Text""], [""Text""]","[""Text""]","[""Text""]"
"32971358","[""video""], [""Video""]","[""video""]","[""Video""]"
"32972660","[""Sensors""], [{""Text"": ""sensor data, knowledge-based models and tools""}]","[""Sensors""]","[{""Text"": ""sensor data, knowledge-based models and tools""}]"
"32975523",NULL,NULL,"{""Modality"": [{""Type"": ""Health-related features""}, {""Type"": ""Mortality Prediction""}]}"
"32978299","[""DNA sequence"", ""Chromatin accessibility""], [""DNA sequence"", ""Chromatin accessibility""]","[""DNA sequence"", ""Chromatin accessibility""]","[""DNA sequence"", ""Chromatin accessibility""]"
"32982920","[""Multi-phase CT Angiography""], [""CT Angiography""]","[""Multi-phase CT Angiography""]","[""CT Angiography""]"
"32987299","[""MRI""], [""MRI"", ""T1-weighted MRI and FLAIR""]","[""MRI""]","[""MRI"", ""T1-weighted MRI and FLAIR""]"
"32991907","[""Images""], [""images""]","[""Images""]","[""images""]"
"32992069","[""speech""], [""Language"", ""Spontaneous monologues""]","[""speech""]","[""Language"", ""Spontaneous monologues""]"
"32997560","[""Computed Tomography"", ""Radiological images""], [""Computed Tomography (CT)""]","[""Computed Tomography"", ""Radiological images""]","[""Computed Tomography (CT)""]"
"33002841","[""ECG""], [""ECG""]","[""ECG""]","[""ECG""]"
"33003163","[""Histologic"", ""Endoscopic""], [""Clinical"", ""Endoscopic"", ""Radiologic"", ""Histologic""]","[""Histologic"", ""Endoscopic""]","[""Clinical"", ""Endoscopic"", ""Radiologic"", ""Histologic""]"
"33003524","[""Capillary blood glucose measurements"", ""Glucose sensor data""], [""text""]","[""Capillary blood glucose measurements"", ""Glucose sensor data""]","[""text""]"
"33005028","[""Brain imaging""], [{""images"": []}, {""text"": []}]","[""Brain imaging""]","[{""images"": []}, {""text"": []}]"
"33028696",NULL,NULL,NULL
"33032774",NULL,NULL,NULL
"33033241","[""Structural neuroimaging""], [{""count"": 2, ""modality"": ""image""}, {""count"": 3, ""modality"": ""text""}]","[""Structural neuroimaging""]","[{""count"": 2, ""modality"": ""image""}, {""count"": 3, ""modality"": ""text""}]"
"33033492","[""Gene Expression""], [""gene expression""]","[""Gene Expression""]","[""gene expression""]"
"33037266","[""Image""], [{""value"": null}]","[""Image""]","[{""value"": null}]"
"33038139","[""Clinical""], [""Image"", ""Text""]","[""Clinical""]","[""Image"", ""Text""]"
"33042905",NULL,NULL,"[""Survey"", ""Questionnaire""]"
"33044396","[""Functional brain networks""], [""MRI""]","[""Functional brain networks""]","[""MRI""]"
"33051513","[""sex"", ""age"", ""septic episode number""], [{""modality"": ""text""}]","[""sex"", ""age"", ""septic episode number""]","[{""modality"": ""text""}]"
"33066454","[""brain image""], [""Brain Images"", ""Deep Learning""]","[""brain image""]","[""Brain Images"", ""Deep Learning""]"
"33057217",NULL,NULL,"[{""value"": null}, {""value"": ""text""}, {""value"": ""image""}, {""value"": ""video""}, {""value"": null}, {""value"": ""audio""}, {""value"": null}]"
"33057876","[""fMRI""], images","[""fMRI""]","images"
"33059718",NULL,"[""RNA-Seq""]",NULL
"33064342",NULL,NULL,NULL
"33067468","[""physiological"", ""behavioral""], [""wristband"", ""biometrics-tracking garment"", ""smartphone"", ""audio-feature recorder""]","[""physiological"", ""behavioral""]","[""wristband"", ""biometrics-tracking garment"", ""smartphone"", ""audio-feature recorder""]"
"33068438","[""Sperm-specific chromatin immunoprecipitation""], [""ChIP-seq""]","[""Sperm-specific chromatin immunoprecipitation""]","[""ChIP-seq""]"
"33068873","[""Medical Imaging""], [""MRI""]","[""Medical Imaging""]","[""MRI""]"
"33070051","[""cardiac MRI""], [""MRI"", ""Image""]","[""cardiac MRI""]","[""MRI"", ""Image""]"
"33071806","[""Images""], [""Immunofluorescence (IF) images of CD8[+] T lymphocytes""]","[""Images""]","[""Immunofluorescence (IF) images of CD8[+] T lymphocytes""]"
"33074746","[""Brain fMRI images""], [""Brain fMRI images""]","[""Brain fMRI images""]","[""Brain fMRI images""]"
"33104825",NULL,"[""Surgical""]",NULL
"33075640","[""Image""], [""MRI""]","[""Image""]","[""MRI""]"
"33075658","[""PET"", ""CT""], [""PET"", ""CT""]","[""PET"", ""CT""]","[""PET"", ""CT""]"
"33082371","[""CT scans"", ""MRI""], [""CT scan images"", ""patient information""]","[""CT scans"", ""MRI""]","[""CT scan images"", ""patient information""]"
"33094925","[""Electrocardiography"", ""Echocardiography"", ""Blood inflammatory marker""], [""atrial and ventricular measurements from electrocardiography"", ""echocardiography"", ""blood inflammatory marker [neutrophil-to-lymphocyte ratio (NLR)]"", ""prognostic nutritional index (PNI)""]","[""Electrocardiography"", ""Echocardiography"", ""Blood inflammatory marker""]","[""atrial and ventricular measurements from electrocardiography"", ""echocardiography"", ""blood inflammatory marker [neutrophil-to-lymphocyte ratio (NLR)]"", ""prognostic nutritional index (PNI)""]"
"33105255","[""Hearing""], [""Audio"", ""Text""]","[""Hearing""]","[""Audio"", ""Text""]"
"33112249","[""image recognition"", ""food identification""], [""Image Recognition""]","[""image recognition"", ""food identification""]","[""Image Recognition""]"
"33113221","[""Medical""], [""None""]","[""Medical""]","[""None""]"
"33116187","[""EEG""], [""EEG"", ""Accelerometer"", ""Gyroscope""]","[""EEG""]","[""EEG"", ""Accelerometer"", ""Gyroscope""]"
"33117612","[""Fundus photography"", ""Optical coherence tomography (OCT) imaging"", ""Visual field (VF) testing""], [""Fundus photography"", ""Optical Coherence Tomography (OCT) imaging"", ""Visual field testing""]","[""Fundus photography"", ""Optical coherence tomography (OCT) imaging"", ""Visual field (VF) testing""]","[""Fundus photography"", ""Optical Coherence Tomography (OCT) imaging"", ""Visual field testing""]"
"33117714","[""Neuro-oncology"", ""Molecular"", ""Genetic"", ""Imaging""], [""molecular"", ""genetic"", ""imaging""]","[""Neuro-oncology"", ""Molecular"", ""Genetic"", ""Imaging""]","[""molecular"", ""genetic"", ""imaging""]"
"33118957","[""Virtual Reality""], [""images"", ""text_data""]","[""Virtual Reality""]","[""images"", ""text_data""]"
"33122735","[""Text""], Textual data","[""Text""]","Textual data"
"33125268","[], []","[]","[]"
"33131085","[""Native and Contrast-Enhanced T1-Mapping"", ""CINE""], [""Magnetic Resonance"", ""Computed Tomography""]","[""Native and Contrast-Enhanced T1-Mapping"", ""CINE""]","[""Magnetic Resonance"", ""Computed Tomography""]"
"33131680","[""Electrophysiology""], [""Electrophysiology"", ""Imaging""]","[""Electrophysiology""]","[""Electrophysiology"", ""Imaging""]"
"33134953","[""Metabolomics Profiling"", ""Proton nuclear magnetic resonance""], [""Blood samples""]","[""Metabolomics Profiling"", ""Proton nuclear magnetic resonance""]","[""Blood samples""]"
"33135777","[""Genomics""], [""genomics"", ""transcriptomics""]","[""Genomics""]","[""genomics"", ""transcriptomics""]"
"33137396","[""Imaging""], []","[""Imaging""]","[]"
"33142939","[""Thermal""], [""Thermal images""]","[""Thermal""]","[""Thermal images""]"
"33144873","[""Multiparametric MRI"", ""T2-weighted MR images""], [""MRI"", ""Images""]","[""Multiparametric MRI"", ""T2-weighted MR images""]","[""MRI"", ""Images""]"
"33144919","[""Ultrasound""], [""Medical Imaging""]","[""Ultrasound""]","[""Medical Imaging""]"
"33145781","[""Audio""], [""Vocal""]","[""Audio""]","[""Vocal""]"
"33149148","[""Pathology"", ""Transcriptome""], [""images"", ""text""]","[""Pathology"", ""Transcriptome""]","[""images"", ""text""]"
"33151041",NULL,"[""KB slides"", ""Flow cytometry""]",NULL
"33151087","[""CT""], [""CT""]","[""CT""]","[""CT""]"
"33154370","[""Mass Spectrometry""], [""Spectrometry""]","[""Mass Spectrometry""]","[""Spectrometry""]"
"33154417","[""Faecal VOCs""], [""chemical""]","[""Faecal VOCs""]","[""chemical""]"
"33159092","[""Functional magnetic resonance imaging""], [""fMRI""]","[""Functional magnetic resonance imaging""]","[""fMRI""]"
"33161063","[""Parent-report""], [""parent-report data""]","[""Parent-report""]","[""parent-report data""]"
"33161275","[""Acceleration and angular velocity""], [""Accelerometer and gyroscope data""]","[""Acceleration and angular velocity""]","[""Accelerometer and gyroscope data""]"
"33166800","[""Brain networks""], [{""Modality"": ""Image""}]","[""Brain networks""]","[{""Modality"": ""Image""}]"
"33177493","[""immunofluorescence-based phenotypes"", ""single-cell sequencing data""], [""microscopy"", ""sequencing""]","[""immunofluorescence-based phenotypes"", ""single-cell sequencing data""]","[""microscopy"", ""sequencing""]"
"33166947","[""Magnetoencephalography"", ""functional connectome data""], [""Alpha and high gamma bands""]","[""Magnetoencephalography"", ""functional connectome data""]","[""Alpha and high gamma bands""]"
"33167779","[""Electrocardiogram"", ""Cardiovascular""], [""electrocardiogram""]","[""Electrocardiogram"", ""Cardiovascular""]","[""electrocardiogram""]"
"33168895","[""Computed Tomography (CT)""], [""CT scans""]","[""Computed Tomography (CT)""]","[""CT scans""]"
"33168947","[""brain imaging"", ""behavioral""], [""Image""]","[""brain imaging"", ""behavioral""]","[""Image""]"
"33174832","[""Whole-genome sequencing data""], [""text"", ""phylogenetic""]","[""Whole-genome sequencing data""]","[""text"", ""phylogenetic""]"
"33174853","[""Text""], [""text""]","[""Text""]","[""text""]"
"33176582","[""Plasma""], [""Plasma""]","[""Plasma""]","[""Plasma""]"
"33177614","[""Electronic health records""], [""Clinical features"", ""Pre-existing PVR""]","[""Electronic health records""]","[""Clinical features"", ""Pre-existing PVR""]"
"33182258","[""Accelerometer"", ""Gyroscope""], [""Accelerometer"", ""Gyroscope""]","[""Accelerometer"", ""Gyroscope""]","[""Accelerometer"", ""Gyroscope""]"
"33184741","[""Carotid ultrasound imaging"", ""Coronary angiography""], [""ultrasound imaging"", ""angiography""]","[""Carotid ultrasound imaging"", ""Coronary angiography""]","[""ultrasound imaging"", ""angiography""]"
"33187484","[""Blood culture""], [""blood cultures""]","[""Blood culture""]","[""blood cultures""]"
"33190462","[""Clinical""], [""Text""]","[""Clinical""]","[""Text""]"
"33193341","[""RNA-based TaqMan qPCR assays"", ""microarray platform""], Transcriptomic data","[""RNA-based TaqMan qPCR assays"", ""microarray platform""]","Transcriptomic data"
"33194219",NULL,NULL,"[""written responses"", ""comments""]"
"33196188",NULL,"[""Structural data""]",NULL
"33199349","[""counts"", ""event rates""], [""Counts and event rates""]","[""counts"", ""event rates""]","[""Counts and event rates""]"
"33202340","[""Structural T1-weighted MRI scan""], [""MRI""]","[""Structural T1-weighted MRI scan""]","[""MRI""]"
"33205549","[""Demographic"", ""Symptomatic"", ""Clinical""], [""text""]","[""Demographic"", ""Symptomatic"", ""Clinical""]","[""text""]"
"33205591",NULL,NULL,"[{""Modality"": [""Heart Failure""]}]"
"33207017","[""RNA-seq""], [""RNA"", ""Genetics""]","[""RNA-seq""]","[""RNA"", ""Genetics""]"
"33207776","[""Questionnaires""], [""Text""]","[""Questionnaires""]","[""Text""]"
"33211237","[""Echo""], [""Echocardiogram"", ""Video""]","[""Echo""]","[""Echocardiogram"", ""Video""]"
"33216001","[""movement in the house"", ""sleep"", ""physical activity"", ""sedentary behavior""], [""Motion data"", ""Thermometer data""]","[""movement in the house"", ""sleep"", ""physical activity"", ""sedentary behavior""]","[""Motion data"", ""Thermometer data""]"
"33219845","[""Magnetic Resonance Imaging""], [""Image"", ""Signal""]","[""Magnetic Resonance Imaging""]","[""Image"", ""Signal""]"
"33224093","[""Functional MRI"", ""Positron Emission Tomography""], [""FLAIR"", ""PET""]","[""Functional MRI"", ""Positron Emission Tomography""]","[""FLAIR"", ""PET""]"
"33224912","[""Telemedicine""], [""Telemedicine"", ""Healthcare""]","[""Telemedicine""]","[""Telemedicine"", ""Healthcare""]"
"33233605","[""audio"", ""visual""], [""text"", ""audio""]","[""audio"", ""visual""]","[""text"", ""audio""]"
"33240071","[""Medical Imaging""], [""Medical Images""]","[""Medical Imaging""]","[""Medical Images""]"
"33242116","[""fMRI""], [""static"", ""dynamic""]","[""fMRI""]","[""static"", ""dynamic""]"
"33246080","[""Movement"", ""Sensor data""], [""kinematic scores"", ""upper arm kinematic scores""]","[""Movement"", ""Sensor data""]","[""kinematic scores"", ""upper arm kinematic scores""]"
"33247597","[""Magnetic resonance imaging""], [""Magnetic resonance imaging""]","[""Magnetic resonance imaging""]","[""Magnetic resonance imaging""]"
"33260101","[""SPECT images""], [""SPECT"", ""MRI""]","[""SPECT images""]","[""SPECT"", ""MRI""]"
"33260138","[""Magnetic Resonance Imaging (T2-weighted MR images)""], [""Magnetic Resonance Imaging (MRI)""]","[""Magnetic Resonance Imaging (T2-weighted MR images)""]","[""Magnetic Resonance Imaging (MRI)""]"
"33262083","[""Numerical"", ""Statistical""], []","[""Numerical"", ""Statistical""]","[]"
"33264099","[""Natural Body Motion"", ""Natural Voice""], [""Natural body motion"", ""Natural voice""]","[""Natural Body Motion"", ""Natural Voice""]","[""Natural body motion"", ""Natural voice""]"
"33276475","[""Visual""], [""Slip detection"", ""Image data""]","[""Visual""]","[""Slip detection"", ""Image data""]"
"33277724","[""Medical""], [""Text""]","[""Medical""]","[""Text""]"
"33278743",NULL,NULL,"[""Transdiagnostic digital intervention""]"
"33280248",NULL,NULL,"[""text""]"
"33280549","[""Computed Tomography""], [{""modality1"": null}, {""modality2"": null}]","[""Computed Tomography""]","[{""modality1"": null}, {""modality2"": null}]"
"33284647","[""audio"", ""step tracking""], [""Step tracking"", ""Fall detection""]","[""audio"", ""step tracking""]","[""Step tracking"", ""Fall detection""]"
"33285356","[""Intravital Video Microscopy""], [""IVM data""]","[""Intravital Video Microscopy""]","[""IVM data""]"
"33294774",NULL,NULL,"[""X-rays"", ""CT scans""]"
"33285711","[""CT scans""], [""Imaging"", ""Clinical Data""]","[""CT scans""]","[""Imaging"", ""Clinical Data""]"
"33288765","[""genomic""], [""single-sample"", ""multi-region sampling""]","[""genomic""]","[""single-sample"", ""multi-region sampling""]"
"33289519","[""mJOA score""], [""Surgical Intervention"", ""Functional Status""]","[""mJOA score""]","[""Surgical Intervention"", ""Functional Status""]"
"33289613","[""Proton MRI"", ""Helium 3 MRI""], [""Proton MRI"", ""Hyperpolarized helium 3 ([3]He) MRI""]","[""Proton MRI"", ""Helium 3 MRI""]","[""Proton MRI"", ""Hyperpolarized helium 3 ([3]He) MRI""]"
"33289695","[], {""Text"": true}","[]","{""Text"": true}"
"33293364","[""ultrasound"", ""ventilator settings"", ""blood gases""], [""Ultrasound""]","[""ultrasound"", ""ventilator settings"", ""blood gases""]","[""Ultrasound""]"
"33298128",NULL,NULL,NULL
"33304928","[""3D-MDA"", ""Cardiac magnetic resonance (CMR)""], [""Imaging Data"", ""Clinical Characteristics""]","[""3D-MDA"", ""Cardiac magnetic resonance (CMR)""]","[""Imaging Data"", ""Clinical Characteristics""]"
