"pid","title"
"33407780","Reporting guidelines for clinical trials of artificial intelligence interventions: the SPIRIT-AI and CONSORT-AI guidelines."
"33408329","Aberrant triple-network connectivity patterns discriminate biotypes of first-episode medication-naive schizophrenia in two large independent cohorts."
"33410754","Natural Language Processing-Based Virtual Cofacilitator for Online Cancer Support Groups: Protocol for an Algorithm Development and Validation Study."
"33418122","Quantitation of Tissue Resection Using a Brain Tumor Model and 7-T Magnetic Resonance Imaging Technology."
"33420416","Additional SNPs improve risk stratification of a polygenic hazard score for prostate cancer."
"33420533","Resting-State Functional Connectivity and Brain Network Abnormalities in Depressive Patients with Suicidal Ideation."
"33422088","Explanation and prediction of clinical data with imbalanced class distribution based on pattern discovery and disentanglement."
"33422894","Transfer learning for predicting conversion from mild cognitive impairment to dementia of Alzheimer's type based on a three-dimensional convolutional neural network."
"33423132","Ultrasound-based internal carotid artery plaque characterization using deep learning paradigm on a supercomputer: a cardiovascular disease/stroke risk assessment system."
"33425953","COVIDNet-CT: A Tailored Deep Convolutional Neural Network Design for Detection of COVID-19 Cases From Chest CT Images."
"33429290","Machine learning sleep duration classification in Preschoolers using waist-worn ActiGraphs."
"33430830","Regional brain volume predicts response to methylphenidate treatment in individuals with ADHD."
"33439725","Machine Learning Frameworks to Predict Neoadjuvant Chemotherapy Response in Breast Cancer Using Clinical and Pathological Features."
"33441847","Prediction of lithium response using genomic data."
"33442676","Federated Learning used for predicting outcomes in SARS-COV-2 patients."
"33445089","Individualized identification of first-episode bipolar disorder using machine learning and cognitive tests."
"33445808","Compensation Strategies for Bioelectric Signal Changes in Chronic Selective Nerve Cuff Recordings: A Simulation Study."
"33446607","Unsupervised phenotypic clustering for determining clinical status in children with cystic fibrosis."
"33446647","Probing the clinical and brain structural boundaries of bipolar and major depressive disorder."
"33446815","Deep learning identifies partially overlapping subnetworks in the human social brain."
"33446870","Improving prognostic performance in resectable pancreatic ductal adenocarcinoma using radiomics and deep learning features fusion in CT images."
"33447694","Nonesterified Fatty Acids and Depression in Cancer Patients and Caregivers."
"34526544","Machine learning risk prediction model for acute coronary syndrome and death from use of non-steroidal anti-inflammatory drugs in administrative data."
"34526639","Non-invasive diagnosis of deep vein thrombosis from ultrasound imaging with machine learning."
"34526654","Connectivity alterations in autism reflect functional idiosyncrasy."
"34526699","Federated learning for predicting clinical outcomes in patients with COVID-19."
"34528885","Remote Mobile Outpatient Monitoring in Transplant (Reboot) 2.0: Protocol for a Randomized Controlled Trial."
"34530336","Improvement of automatic ischemic stroke lesion segmentation in CT perfusion maps using a learned deep neural network."
"34535485","Facilitators and barriers to using telepresence robots in aged care settings: a scoping review protocol."
"33450500","Predicting falls and injuries in people with multiple sclerosis using machine learning algorithms."
"33458268","Automatic recognition and analysis of metal streak artifacts in head and neck computed tomography for radiomics modeling."
"33472890","Assessing Lung Cancer Absolute Risk Trajectory Based on a Polygenic Risk Model."
"33478563","Robot enhanced stroke therapy optimizes rehabilitation (RESTORE): a pilot study."
"33480187","Brain structures and networks responsible for stimulation-induced memory flashbacks during forniceal deep brain stimulation for Alzheimer's disease."
"33481459","Automated Detection and Quantification of COVID-19 Airspace Disease on Chest Radiographs: A Novel Approach Achieving Expert Radiologist-Level Performance Using a Deep Convolutional Neural Network Trained on Digital Reconstructed Radiographs From Computed Tomography-Derived Ground Truth."
"33486639","Analysis of tumor nuclear features using artificial intelligence to predict response to neoadjuvant chemotherapy in high-risk breast cancer patients."
"34861493","White matter microstructure differences in individuals with dependence on cocaine, methamphetamine, and nicotine: Findings from the ENIGMA-Addiction working group."
"34862541","Foundations of Lesion Detection Using Machine Learning in Clinical Neuroimaging."
"34863649","Automated interpretation of systolic and diastolic function on the echocardiogram: a multicohort study."
"34864143","AI in predicting COPD in the Canadian population."
"34864679","Survival Analysis in Cognitively Normal Subjects and in Patients with Mild Cognitive Impairment Using a Proportional Hazards Model with Extreme Gradient Boosting Regression."
"33501414","Metabolic gestational age assessment in low resource settings: a validation protocol."
"33504243","Computational intelligence identifies alkaline phosphatase (ALP), alpha-fetoprotein (AFP), and hemoglobin levels as most predictive survival factors for hepatocellular carcinoma."
"33504254","The challenge of predicting blood glucose concentration changes in patients with type I diabetes."
"33515058","Machine learning predicts risk of cerebrospinal fluid shunt failure in children: a study from the hydrocephalus clinical research network."
"33515845","Comparison of machine learning models to classify Auditory Brainstem Responses recorded from children with Auditory Processing Disorder."
"33534111","Item response theory as a feature selection and interpretation tool in the context of machine learning."
"33538696","Machine Learning-Based Early Warning Systems for Clinical Deterioration: Systematic Scoping Review."
"33539251","Bringing together scientific disciplines for collaborative undertakings: a vision for advancing the adverse outcome pathway framework."
"33539714","Robotic lower extremity exoskeleton use in a non-ambulatory child with cerebral palsy: a case study."
"33549146","Adults with Prader-Willi syndrome exhibit a unique microbiota profile."
"33550508","A proof of concept study to evaluate the treatment response of aflibercept in wARMD using OCT-A (Canada study)."
"33553523","Fidgety Philip and the Suggested Clinical Immobilization Test: Annotation data for developing a machine learning algorithm."
"33554457","The point-of-care use of a facial phenotyping tool in the genetics clinic: Enhancing diagnosis and education with machine learning."
"33557612","Emerging Trends in Neuroimaging of Epilepsy."
"33558044","Patient Factors That Matter in Predicting Hip Arthroplasty Outcomes: A Machine-Learning Approach."
