"pid","countries","x","modalities","modalities2"
"32581221","[""Canada"", ""France""]","[""Magnetic Resonance Imaging"", ""Positron Emission Tomography"", ""Computed Tomography""], [""Imaging"", ""Computed Tomography""]","[""Magnetic Resonance Imaging"", ""Positron Emission Tomography"", ""Computed Tomography""]","[""Imaging"", ""Computed Tomography""]"
"32582542","[""Canada"", ""China"", ""Pakistan""]","[""Serum Tumor Markers""], [{""Text"": ""Serum tumor markers"", ""Label"": """", ""NlmCategory"": """"}]","[""Serum Tumor Markers""]","[{""Text"": ""Serum tumor markers"", ""Label"": """", ""NlmCategory"": """"}]"
"32583617","[""Canada""]","[""Computed Tomography"", ""Dynamic Susceptibility Contrast Perfusion-Weighted MRI""], [""CTP"", ""PWI""]","[""Computed Tomography"", ""Dynamic Susceptibility Contrast Perfusion-Weighted MRI""]","[""CTP"", ""PWI""]"
"32591639","[""Canada""]","[""Genomics"", ""Protein-protein interaction analysis""], [""Molecular"", ""Imaging""]","[""Genomics"", ""Protein-protein interaction analysis""]","[""Molecular"", ""Imaging""]"
"32591889","[""Canada"", ""France""]","[""Magnetic Resonance Imaging""], [""MRI"", ""PSA""]","[""Magnetic Resonance Imaging""]","[""MRI"", ""PSA""]"
"32592462","[""Australia"", ""Canada"", ""China"", ""United States""]",NULL,"[""3D genome"", ""DNA loci""]",NULL
"32594794","[""Australia"", ""Canada"", ""Hong Kong"", ""Turkey""]","[""Blood Pressure""], [""Blood Pressure Readings""]","[""Blood Pressure""]","[""Blood Pressure Readings""]"
"32597194","[""Canada"", ""China""]","[""RNA""], [""RNA"", ""miRNA"", ""mRNA""]","[""RNA""]","[""RNA"", ""miRNA"", ""mRNA""]"
"32599279","[""Canada""]","[""CT"", ""MRI""], [""Image""]","[""CT"", ""MRI""]","[""Image""]"
"32599552","[""Canada""]","[""Arterial Spin Labelling (ASL)"", ""Blood Oxygen Level Dependent (BOLD)""], [""Arterial Spin Labelled fMRI"", ""Blood Oxygen Level Dependent (BOLD) fMRI""]","[""Arterial Spin Labelling (ASL)"", ""Blood Oxygen Level Dependent (BOLD)""]","[""Arterial Spin Labelled fMRI"", ""Blood Oxygen Level Dependent (BOLD) fMRI""]"
"32601678","[""Canada"", ""Germany"", ""Switzerland"", ""United Kingdom""]","[""upper limb motor recovery""], [""Upper limb motor recovery""]","[""upper limb motor recovery""]","[""Upper limb motor recovery""]"
"32602222","[""Canada"", ""United States""]","[""US""], [""Image"", ""Text""]","[""US""]","[""Image"", ""Text""]"
"32604080","[""Canada""]","[""Computed Tomography (CT)""], [""CT scans""]","[""Computed Tomography (CT)""]","[""CT scans""]"
"32605433","[""Canada"", ""Iraq"", ""United States""]","[""Electromyography""], [""Electromyography""]","[""Electromyography""]","[""Electromyography""]"
"32610095","[""Canada"", ""France"", ""United States""]","[""Metagenomics"", ""Metabolomics""], [""stool microbiomes"", ""serum albumin levels"", ""age""]","[""Metagenomics"", ""Metabolomics""]","[""stool microbiomes"", ""serum albumin levels"", ""age""]"
"32611681","[""Canada"", ""United States""]","[""RNA""], [""RNA sequencing""]","[""RNA""]","[""RNA sequencing""]"
"32614505","[""Canada"", ""United States""]","[""T1-weighted magnetic resonance imaging (MRI)""], [""T1-weighted MRI images""]","[""T1-weighted magnetic resonance imaging (MRI)""]","[""T1-weighted MRI images""]"
"32615979","[""Canada""]","[""Robot-based"", null], [""motor"", ""sensory"", ""cognitive""]","[""Robot-based"", null]","[""motor"", ""sensory"", ""cognitive""]"
"32616912","[""Canada""]","[""Computed Tomography""], [""Textural analyses""]","[""Computed Tomography""]","[""Textural analyses""]"
"32617525","[""Brazil"", ""Canada"", ""France"", ""India"", ""Italy"", ""Kenya"", ""Oman"", ""Pakistan"", ""South Africa"", ""Thailand"", ""United Arab Emirates"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"32622121","[""Canada""]","[""CT scans"", ""dosimetry data""], [""Imaging data (CT scans), Dosimetry data""]","[""CT scans"", ""dosimetry data""]","[""Imaging data (CT scans), Dosimetry data""]"
"32623366","[""Canada""]","[""accelerometry""], [""9-axis inertial sensor data""]","[""accelerometry""]","[""9-axis inertial sensor data""]"
"32627049","[""Canada""]","[""CT""], [""CT""]","[""CT""]","[""CT""]"
"32635216","[""Canada"", ""Germany"", ""United States""]","[""PET/CT""], [""PET"", ""CT""]","[""PET/CT""]","[""PET"", ""CT""]"
"32636008","[""Canada"", ""Italy""]","[""Electromyography""], [""Muscle activity"", ""Wrist movement""]","[""Electromyography""]","[""Muscle activity"", ""Wrist movement""]"
"32636768","[""Australia"", ""Canada""]","[""Cognitive and mood measures"", ""Neuropsychological measures""], [""Cognitive, mood, social cognition""]","[""Cognitive and mood measures"", ""Neuropsychological measures""]","[""Cognitive, mood, social cognition""]"
"32637418","[""Canada"", ""China""]",NULL,NULL,NULL
"32640028","[""Canada""]",NULL,NULL,"[""Gram-negative bacteria""]"
"32641740","[""Canada"", ""United States""]","[""Inertial Measurement Units""], [""IMUs""]","[""Inertial Measurement Units""]","[""IMUs""]"
"32645927","[""Canada"", ""Russia""]","[""Plasma"", ""Urine""], [""plasma"", ""urine""]","[""Plasma"", ""Urine""]","[""plasma"", ""urine""]"
"32646685","[""Canada""]","[""Ultrasound""], [""ultrasound""]","[""Ultrasound""]","[""ultrasound""]"
"32649890","[""Canada"", ""United States""]","[""CT scans""], [""3D_image_data"", ""Anatomical_features""]","[""CT scans""]","[""3D_image_data"", ""Anatomical_features""]"
"32650152","[""Canada""]","[""EEG""], [""Electroencephalogram""]","[""EEG""]","[""Electroencephalogram""]"
"32651401","[""Canada""]",NULL,NULL,"[""temporal data"", ""physiological signals""]"
"32655572","[""Argentina"", ""Belgium"", ""Canada"", ""Denmark""]","[""MHC-associated peptide proteomics""], [""MHC-associated peptide proteomics (MAPPs) assays""]","[""MHC-associated peptide proteomics""]","[""MHC-associated peptide proteomics (MAPPs) assays""]"
"32658741","[""Canada"", ""Singapore""]","[""Ultrasound""], [""Ultrasound""]","[""Ultrasound""]","[""Ultrasound""]"
"32662055","[""Canada""]","[""CT""], [""Dynamic CT angiography""]","[""CT""]","[""Dynamic CT angiography""]"
"32664955","[""Canada""]","[""Visual"", ""Motor""], [""Visual"", ""Haptic""]","[""Visual"", ""Motor""]","[""Visual"", ""Haptic""]"
"32672513","[""Canada""]","[""Motor and sensory impairments""], [""motor"", ""sensory""]","[""Motor and sensory impairments""]","[""motor"", ""sensory""]"
"32673230","[""Canada"", ""United Kingdom""]","[""Text""], {""text"": null}","[""Text""]","{""text"": null}"
"32681101","[""Canada"", ""France"", ""United Kingdom""]",NULL,NULL,"[""cognitive function"", ""neural organisation""]"
"32682223","[""Canada"", ""United States""]","[""Neural recordings"", ""Robotics""], [""Intracortical neural recordings""]","[""Neural recordings"", ""Robotics""]","[""Intracortical neural recordings""]"
"32682719","[""Austria"", ""Canada"", ""Georgia"", ""Italy"", ""Korea, Republic of"", ""Portugal"", ""Singapore"", ""South Korea"", ""United Kingdom"", ""United States""]",NULL,"[""Imaging"", ""Cardiology""]",NULL
"32686118","[""Canada"", ""China"", ""Hong Kong"", ""United Kingdom"", ""United States""]","[""Imaging"", ""Pathology""], [""Image""]","[""Imaging"", ""Pathology""]","[""Image""]"
"32686236","[""Canada"", ""France"", ""Japan"", ""Korea, Republic of""]","[""selfie pictures""], [""Image"", ""Text""]","[""selfie pictures""]","[""Image"", ""Text""]"
"32686506","[""Canada""]",NULL,NULL,NULL
"32686681","[""Canada""]",NULL,NULL,"[""speech""]"
"32687564","[""Canada"", ""United States""]",NULL,NULL,NULL
"32688049","[""Canada""]","[""MRI""], MRI","[""MRI""]","MRI"
"32696007","[""Canada""]","[""blood""], [""immunoassays"", ""machine learning""]","[""blood""]","[""immunoassays"", ""machine learning""]"
"32701148","[""Canada"", ""Georgia"", ""United States""]","[""Laboratory""], [""text"", ""image""]","[""Laboratory""]","[""text"", ""image""]"
"32701655","[""Canada""]","[""Diffusion tensor imaging"", ""Tractography""], [""Diffusion tensor imaging"", ""Gaussian process classification""]","[""Diffusion tensor imaging"", ""Tractography""]","[""Diffusion tensor imaging"", ""Gaussian process classification""]"
"32703973","[""Canada""]","[""Computed Tomography"", ""Positron Emission Tomography""], [""Computed Tomography"", ""Positron Emission Tomography""]","[""Computed Tomography"", ""Positron Emission Tomography""]","[""Computed Tomography"", ""Positron Emission Tomography""]"
"32704450","[""Canada"", ""Thailand""]","[], [""Text""]","[]","[""Text""]"
"32710834","[""Canada"", ""Germany"", ""Korea, Republic of"", ""Poland"", ""United States""]",NULL,NULL,"[{""ForeName"": ""Jaewoo"", ""Initials"": ""J"", ""LastName"": ""Kang""}, {""ForeName"": ""Yuanfang"", ""Initials"": ""Y"", ""LastName"": ""Guan""}]"
"32715024","[""Canada""]","[""Histopathology""], [""histological"", ""radiological""]","[""Histopathology""]","[""histological"", ""radiological""]"
"32716959","[""Canada"", ""United States""]","[""Ultrasound""], [""Text Data"", ""Image Data""]","[""Ultrasound""]","[""Text Data"", ""Image Data""]"
"32719123","[""Canada"", ""Germany"", ""Israel"", ""Italy"", ""Netherlands"", ""New Zealand"", ""Puerto Rico"", ""Switzerland"", ""Turkey"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"32719375","[""Canada"", ""United States""]",NULL,NULL,"[{""Department of Anesthesiology, Perioperative and Pain Medicine, Stanford University, Stanford, USA"": [""Audio"", ""Text""]}, {""Department of Pediatrics, Stanford University, Stanford, USA"": [""Video"", ""Image""]}]"
"32720232","[""Canada"", ""United States""]","[""None""], [""Psychiatry"", ""Medicine""]","[""None""]","[""Psychiatry"", ""Medicine""]"
"32720647","[""Canada""]","[""GPS""], [""GPS data""]","[""GPS""]","[""GPS data""]"
"32732917","[""Canada"", ""Germany"", ""United Kingdom"", ""United States""]","[""transcriptome"", ""brain imaging""], [""Image"", ""Text""]","[""transcriptome"", ""brain imaging""]","[""Image"", ""Text""]"
"32732967","[""Canada"", ""France"", ""Germany""]","[""Questionnaire"", ""Observation Schedule""], [""social"", ""communication""]","[""Questionnaire"", ""Observation Schedule""]","[""social"", ""communication""]"
"32740935","[""Canada""]","[""IMAGE""], [""Image acquisition""]","[""IMAGE""]","[""Image acquisition""]"
"32743554","[""Canada"", ""Israel"", ""Netherlands"", ""United States""]","[""miRNA""], [""miRNA"", ""microRNA""]","[""miRNA""]","[""miRNA"", ""microRNA""]"
"32746967","[""Canada"", ""Cyprus"", ""Italy"", ""Korea, Republic of"", ""Switzerland"", ""Taiwan"", ""United Kingdom""]","[""fMRI"", ""BOLD""], [{""Tags"": [""fMRI BOLD signal""], ""Modality"": ""fMRI""}, {""Tags"": [""Hurts exponent (H) model""], ""Modality"": ""Computational modeling""}]","[""fMRI"", ""BOLD""]","[{""Tags"": [""fMRI BOLD signal""], ""Modality"": ""fMRI""}, {""Tags"": [""Hurts exponent (H) model""], ""Modality"": ""Computational modeling""}]"
"32749585","[""Canada""]","[""MRI"", ""CT""], [""MRI"", ""CT""]","[""MRI"", ""CT""]","[""MRI"", ""CT""]"
"32750012","[""Canada""]","[""Text""], [""text""]","[""Text""]","[""text""]"
"32754898","[""Australia"", ""Brazil"", ""Canada"", ""Italy"", ""Thailand""]","[""Biochemical"", ""Immune""], [{""tags"": [""research articles""], ""modality_name"": ""Text data""}, {""tags"": [], ""modality_name"": ""Image data""}]","[""Biochemical"", ""Immune""]","[{""tags"": [""research articles""], ""modality_name"": ""Text data""}, {""tags"": [], ""modality_name"": ""Image data""}]"
"32758450","[""Australia"", ""Austria"", ""Canada"", ""Czechia"", ""France"", ""Germany"", ""Netherlands"", ""New Zealand"", ""Spain"", ""Sweden"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"34010050","[""Canada"", ""Turkey"", ""United States""]",NULL,NULL,"[""text"", null]"
"32758649","[""Canada""]","[""Magnetic Resonance Imaging"", ""Ultraviolet Fluorescence"", ""Ultrasonography""], [""magnetic resonance imaging"", ""ultraviolet fluorescence""]","[""Magnetic Resonance Imaging"", ""Ultraviolet Fluorescence"", ""Ultrasonography""]","[""magnetic resonance imaging"", ""ultraviolet fluorescence""]"
"32761917","[""Canada""]","[""Computed Tomography (CT)""], [""CT scans""]","[""Computed Tomography (CT)""]","[""CT scans""]"
"32767763","[""Canada"", ""Germany"", ""Netherlands"", ""Switzerland"", ""United Kingdom"", ""United States""]","[""Imaging"", ""Electroencephalography"", ""Pathology"", ""Digital technologies""], [{""modality_name"": ""EEG"", ""used_in_paper"": true}, {""modality_name"": ""MRI"", ""used_in_paper"": true}]","[""Imaging"", ""Electroencephalography"", ""Pathology"", ""Digital technologies""]","[{""modality_name"": ""EEG"", ""used_in_paper"": true}, {""modality_name"": ""MRI"", ""used_in_paper"": true}]"
"32770269","[""Canada"", ""United States""]","[""Audio""], [""Audio""]","[""Audio""]","[""Audio""]"
"32770817","[""Canada"", ""China""]","[""Age"", ""General adiposity (BMI)"", ""Visceral adiposity (Waist-to-Height Ratio, a Body Shape Index)"", ""Vital signs (systolic blood pressure, diastolic blood pressure, pulse)""], [""vital signs"", ""adiposity indexes""]","[""Age"", ""General adiposity (BMI)"", ""Visceral adiposity (Waist-to-Height Ratio, a Body Shape Index)"", ""Vital signs (systolic blood pressure, diastolic blood pressure, pulse)""]","[""vital signs"", ""adiposity indexes""]"
"32771618","[""Austria"", ""Canada"", ""France"", ""United States""]","[""fMRI"", ""task-activation""], [""fMRI"", ""task-activation""]","[""fMRI"", ""task-activation""]","[""fMRI"", ""task-activation""]"
"32775335","[""Belgium"", ""Bulgaria"", ""Canada"", ""France"", ""Italy"", ""Netherlands"", ""Sweden"", ""Switzerland"", ""United States""]",NULL,NULL,"health care systems, cancer, antimicrobial resistance, primary care"
"32797086","[""Canada"", ""United States""]","[""intraductal""], [""text""]","[""intraductal""]","[""text""]"
"32803448","[""Canada""]","[""Breathing Sounds""], [""Breathing sounds""]","[""Breathing Sounds""]","[""Breathing sounds""]"
"32809874","[""Canada"", ""Turkey"", ""United States""]","[""Biomarkers"", ""Inflammatory biomarkers""], [""Text""]","[""Biomarkers"", ""Inflammatory biomarkers""]","[""Text""]"
"32816765","[""Canada"", ""Turkey"", ""United States""]","[""MRI"", ""CT Scan""], [""image"", ""text""]","[""MRI"", ""CT Scan""]","[""image"", ""text""]"
"32818081","[""Canada""]","[""Optical Coherence Tomography Angiography"", ""Image""], [""Image"", ""Enface images""]","[""Optical Coherence Tomography Angiography"", ""Image""]","[""Image"", ""Enface images""]"
"32819467","[""Canada"", ""United States""]","[""ECG"", ""Clinical features""], [""ECG""]","[""ECG"", ""Clinical features""]","[""ECG""]"
"32819981","[""Canada"", ""Israel"", ""Singapore"", ""United States""]","[""Text""], [""text messaging""]","[""Text""]","[""text messaging""]"
"32823970","[""Canada""]","[""2D descriptors""], [""2D descriptors""]","[""2D descriptors""]","[""2D descriptors""]"
"32826891","[""Canada"", ""Egypt""]","[null], []","[null]","[]"
"32832912","[""Canada"", ""United States""]","[""Routine clinical data""], [""text"", ""machine learning""]","[""Routine clinical data""]","[""text"", ""machine learning""]"
"32833747","[""Canada""]",NULL,NULL,"[]"
"32834174","[""Canada"", ""China"", ""India"", ""Taiwan""]",NULL,NULL,"[""Text""]"
"32834831","[""Canada"", ""Jordan""]","[""Wearable sensors""], [""symptoms""]","[""Wearable sensors""]","[""symptoms""]"
"32840766","[""Canada"", ""Pakistan""]","[""Blood biochemistry (CBC, LFTs, RFTs) results"", ""Clinical variables""], [""Text"", ""Table""]","[""Blood biochemistry (CBC, LFTs, RFTs) results"", ""Clinical variables""]","[""Text"", ""Table""]"
"32843633","[""Canada"", ""France"", ""Germany"", ""Singapore"", ""United Kingdom"", ""United States""]","[""Images"", ""Brain scans""], [""images"", ""text""]","[""Images"", ""Brain scans""]","[""images"", ""text""]"
"32845061","[""Canada"", ""China"", ""Hong Kong"", ""United States""]","[""Biological"", ""Clinical""], [""text""]","[""Biological"", ""Clinical""]","[""text""]"
"32845249","[""Canada""]",NULL,NULL,"[""medical imaging"", ""text""]"
"32848533","[""Canada""]","[""Functional MRI""], [""fMRI""]","[""Functional MRI""]","[""fMRI""]"
"32849918","[""Canada""]","[""Imaging""], [{""type"": [""MRI""], ""features"": 135}]","[""Imaging""]","[{""type"": [""MRI""], ""features"": 135}]"
"32852320","[""Canada"", ""United States""]",NULL,NULL,"[""Clinical data"", ""Medical diagnosis""]"
